Velocity Conversion: Feet per Second (fps) to Millimeters per Second (mm/s)
================================================================================

       FPS |            MM/S |   Meters/Second
    1700.0 |        518160.0 |          518.16
    1050.0 |        320040.0 |          320.04
     977.0 |        297789.6 |          297.79
     921.0 |        280720.8 |          280.72
     874.0 |        266395.2 |          266.40
    2740.0 |        835152.0 |          835.15
    2499.0 |        761695.2 |          761.70
    2272.0 |        692505.6 |          692.51
    2056.0 |        626668.8 |          626.67
    1852.0 |        564489.6 |          564.49
    1663.0 |        506882.4 |          506.88
    2650.0 |        807720.0 |          807.72
    2386.0 |        727252.8 |          727.25
    2137.0 |        651357.6 |          651.36
    1904.0 |        580339.2 |          580.34
    1688.0 |        514502.4 |          514.50
    1492.0 |        454761.6 |          454.76
    2660.0 |        810768.0 |          810.77
    2438.0 |        743102.4 |          743.10
    2227.0 |        678789.6 |          678.79
    2027.0 |        617829.6 |          617.83
    1838.0 |        560222.4 |          560.22
    1661.0 |        506272.8 |          506.27
    2675.0 |        815340.0 |          815.34
    2389.0 |        728167.2 |          728.17
    2121.0 |        646480.8 |          646.48
    1871.0 |        570280.8 |          570.28
    1642.0 |        500481.6 |          500.48
    1437.0 |        437997.6 |          438.00
    2820.0 |        859536.0 |          859.54
    2561.0 |        780592.8 |          780.59
    2316.0 |        705916.8 |          705.92
    2085.0 |        635508.0 |          635.51
    1868.0 |        569366.4 |          569.37
    1667.0 |        508101.6 |          508.10
    3000.0 |        914400.0 |          914.40
    2772.0 |        844905.6 |          844.91
    2556.0 |        779068.8 |          779.07
    2350.0 |        716280.0 |          716.28
    2153.0 |        656234.4 |          656.23
    1966.0 |        599236.8 |          599.24
    2820.0 |        859536.0 |          859.54
    2601.0 |        792784.8 |          792.78
    2393.0 |        729386.4 |          729.39
    2194.0 |        668731.2 |          668.73
    2005.0 |        611124.0 |          611.12
    1826.0 |        556564.8 |          556.56
    2850.0 |        868680.0 |          868.68
    2639.0 |        804367.2 |          804.37
    2438.0 |        743102.4 |          743.10
    2245.0 |        684276.0 |          684.28
    2062.0 |        628497.6 |          628.50
    1887.0 |        575157.6 |          575.16
    2700.0 |        822960.0 |          822.96
    2482.0 |        756513.6 |          756.51
    2274.0 |        693115.2 |          693.12
    2076.0 |        632764.8 |          632.76
    1888.0 |        575462.4 |          575.46
    1712.0 |        521817.6 |          521.82
    2785.0 |        848868.0 |          848.87
    2499.0 |        761695.2 |          761.70
    2231.0 |        680008.8 |          680.01
    1980.0 |        603504.0 |          603.50
    2610.0 |        795528.0 |          795.53
    2412.0 |        735177.6 |          735.18
    2224.0 |        677875.2 |          677.88
    2044.0 |        623011.2 |          623.01
    1872.0 |        570585.6 |          570.59
    1711.0 |        521512.8 |          521.51
    2750.0 |        838200.0 |          838.20
    2546.0 |        776020.8 |          776.02
    2352.0 |        716889.6 |          716.89
    2166.0 |        660196.8 |          660.20
    1988.0 |        605942.4 |          605.94
    1820.0 |        554736.0 |          554.74
    2700.0 |        822960.0 |          822.96
    2496.0 |        760780.8 |          760.78
    2302.0 |        701649.6 |          701.65
    2116.0 |        644956.8 |          644.96
    1939.0 |        591007.2 |          591.01
    1772.0 |        540105.6 |          540.11
    2840.0 |        865632.0 |          865.63
    2636.0 |        803452.8 |          803.45
    2440.0 |        743712.0 |          743.71
    2253.0 |        686714.4 |          686.71
    2074.0 |        632155.2 |          632.16
    1904.0 |        580339.2 |          580.34
    2700.0 |        822960.0 |          822.96
    2513.0 |        765962.4 |          765.96
    2333.0 |        711098.4 |          711.10
    2161.0 |        658672.8 |          658.67
    1996.0 |        608380.8 |          608.38
    1839.0 |        560527.2 |          560.53
    2700.0 |        822960.0 |          822.96
    2503.0 |        762914.4 |          762.91
    2315.0 |        705612.0 |          705.61
    2134.0 |        650443.2 |          650.44
    1962.0 |        598017.6 |          598.02
    1799.0 |        548335.2 |          548.34
    2700.0 |        822960.0 |          822.96
    2530.0 |        771144.0 |          771.14
    2366.0 |        721156.8 |          721.16
    2209.0 |        673303.2 |          673.30
    2057.0 |        626973.6 |          626.97
    1912.0 |        582777.6 |          582.78
    2840.0 |        865632.0 |          865.63
    2665.0 |        812292.0 |          812.29
    2496.0 |        760780.8 |          760.78
    2334.0 |        711403.2 |          711.40
    2177.0 |        663549.6 |          663.55
    2027.0 |        617829.6 |          617.83
    2600.0 |        792480.0 |          792.48
    2436.0 |        742492.8 |          742.49
    2278.0 |        694334.4 |          694.33
    2125.0 |        647700.0 |          647.70
    1979.0 |        603199.2 |          603.20
    1839.0 |        560527.2 |          560.53
    2600.0 |        792480.0 |          792.48
    2443.0 |        744626.4 |          744.63
    2291.0 |        698296.8 |          698.30
    2145.0 |        653796.0 |          653.80
    2004.0 |        610819.2 |          610.82
    1868.0 |        569366.4 |          569.37
    2430.0 |        740664.0 |          740.66
    2234.0 |        680923.2 |          680.92
    2047.0 |        623925.6 |          623.93
    1869.0 |        569671.2 |          569.67
    1703.0 |        519074.4 |          519.07
    1548.0 |        471830.4 |          471.83
    3000.0 |        914400.0 |          914.40
    2772.0 |        844905.6 |          844.91
    2556.0 |        779068.8 |          779.07
    2350.0 |        716280.0 |          716.28
    2153.0 |        656234.4 |          656.23
    1966.0 |        599236.8 |          599.24
    2700.0 |        822960.0 |          822.96
    2412.0 |        735177.6 |          735.18
    2143.0 |        653186.4 |          653.19
    1891.0 |        576376.8 |          576.38
    1660.0 |        505968.0 |          505.97
    1454.0 |        443179.2 |          443.18
    2910.0 |        886968.0 |          886.97
    2637.0 |        803757.6 |          803.76
    2381.0 |        725728.8 |          725.73
    2139.0 |        651967.2 |          651.97
    1911.0 |        582472.8 |          582.47
    1700.0 |        518160.0 |          518.16
    3080.0 |        938784.0 |          938.78
    2848.0 |        868070.4 |          868.07
    2628.0 |        801014.4 |          801.01
    2418.0 |        737006.4 |          737.01
    2218.0 |        676046.4 |          676.05
    2028.0 |        618134.4 |          618.13
    2940.0 |        896112.0 |          896.11
    2728.0 |        831494.4 |          831.49
    2525.0 |        769620.0 |          769.62
    2332.0 |        710793.6 |          710.79
    2147.0 |        654405.6 |          654.41
    1970.0 |        600456.0 |          600.46
    2960.0 |        902208.0 |          902.21
    2750.0 |        838200.0 |          838.20
    2550.0 |        777240.0 |          777.24
    2358.0 |        718718.4 |          718.72
    2175.0 |        662940.0 |          662.94
    2000.0 |        609600.0 |          609.60
    2710.0 |        826008.0 |          826.01
    2540.0 |        774192.0 |          774.19
    2376.0 |        724204.8 |          724.20
    2218.0 |        676046.4 |          676.05
    2066.0 |        629716.8 |          629.72
    1920.0 |        585216.0 |          585.22
    2750.0 |        838200.0 |          838.20
    2588.0 |        788822.4 |          788.82
    2431.0 |        740968.8 |          740.97
    2280.0 |        694944.0 |          694.94
    2134.0 |        650443.2 |          650.44
    1993.0 |        607466.4 |          607.47
    2600.0 |        792480.0 |          792.48
    2415.0 |        736092.0 |          736.09
    2238.0 |        682142.4 |          682.14
    2068.0 |        630326.4 |          630.33
    1905.0 |        580644.0 |          580.64
    1752.0 |        534009.6 |          534.01
    2700.0 |        822960.0 |          822.96
    2492.0 |        759561.6 |          759.56
    2293.0 |        698906.4 |          698.91
    2103.0 |        640994.4 |          640.99
    1923.0 |        586130.4 |          586.13
    1753.0 |        534314.4 |          534.31
    2820.0 |        859536.0 |          859.54
    2630.0 |        801624.0 |          801.62
    2448.0 |        746150.4 |          746.15
    2274.0 |        693115.2 |          693.12
    2106.0 |        641908.8 |          641.91
    1946.0 |        593140.8 |          593.14
    2870.0 |        874776.0 |          874.78
    2678.0 |        816254.4 |          816.25
    2494.0 |        760171.2 |          760.17
    2318.0 |        706526.4 |          706.53
    2148.0 |        654710.4 |          654.71
    1986.0 |        605332.8 |          605.33
    2950.0 |        899160.0 |          899.16
    2780.0 |        847344.0 |          847.34
    2616.0 |        797356.8 |          797.36
    2458.0 |        749198.4 |          749.20
    2305.0 |        702564.0 |          702.56
    2158.0 |        657758.4 |          657.76
    3000.0 |        914400.0 |          914.40
    2834.0 |        863803.2 |          863.80
    2675.0 |        815340.0 |          815.34
    2521.0 |        768400.8 |          768.40
    2372.0 |        722985.6 |          722.99
    2229.0 |        679399.2 |          679.40
    2860.0 |        871728.0 |          871.73
    2723.0 |        829970.4 |          829.97
    2589.0 |        789127.2 |          789.13
    2460.0 |        749808.0 |          749.81
    2334.0 |        711403.2 |          711.40
    2212.0 |        674217.6 |          674.22
    2810.0 |        856488.0 |          856.49
    2692.0 |        820521.6 |          820.52
    2577.0 |        785469.6 |          785.47
    2465.0 |        751332.0 |          751.33
    2356.0 |        718108.8 |          718.11
    2250.0 |        685800.0 |          685.80
    3200.0 |        975360.0 |          975.36
    2988.0 |        910742.4 |          910.74
    2787.0 |        849477.6 |          849.48
    2594.0 |        790651.2 |          790.65
    2410.0 |        734568.0 |          734.57
    2233.0 |        680618.4 |          680.62
    2900.0 |        883920.0 |          883.92
    2702.0 |        823569.6 |          823.57
    2513.0 |        765962.4 |          765.96
    2332.0 |        710793.6 |          710.79
    2158.0 |        657758.4 |          657.76
    1992.0 |        607161.6 |          607.16
    2820.0 |        859536.0 |          859.54
    2667.0 |        812901.6 |          812.90
    2519.0 |        767791.2 |          767.79
    2375.0 |        723900.0 |          723.90
    2237.0 |        681837.6 |          681.84
    2103.0 |        640994.4 |          640.99
    3275.0 |        998220.0 |          998.22
    2988.0 |        910742.4 |          910.74
    2719.0 |        828751.2 |          828.75
    2466.0 |        751636.8 |          751.64
    2227.0 |        678789.6 |          678.79
    2001.0 |        609904.8 |          609.90
    3260.0 |        993648.0 |          993.65
    3031.0 |        923848.8 |          923.85
    2815.0 |        858012.0 |          858.01
    2609.0 |        795223.2 |          795.22
    2412.0 |        735177.6 |          735.18
    2223.0 |        677570.4 |          677.57
    2960.0 |        902208.0 |          902.21
    2789.0 |        850087.2 |          850.09
    2625.0 |        800100.0 |          800.10
    2467.0 |        751941.6 |          751.94
    2314.0 |        705307.2 |          705.31
    2166.0 |        660196.8 |          660.20
    2960.0 |        902208.0 |          902.21
    2788.0 |        849782.4 |          849.78
    2622.0 |        799185.6 |          799.19
    2462.0 |        750417.6 |          750.42
    2308.0 |        703478.4 |          703.48
    2159.0 |        658063.2 |          658.06
    2960.0 |        902208.0 |          902.21
    2760.0 |        841248.0 |          841.25
    2568.0 |        782726.4 |          782.73
    2385.0 |        726948.0 |          726.95
    2209.0 |        673303.2 |          673.30
    2040.0 |        621792.0 |          621.79
    2960.0 |        902208.0 |          902.21
    2739.0 |        834847.2 |          834.85
    2530.0 |        771144.0 |          771.14
    2329.0 |        709879.2 |          709.88
    2138.0 |        651662.4 |          651.66
    1956.0 |        596188.8 |          596.19
    3130.0 |        954024.0 |          954.02
    2926.0 |        891844.8 |          891.84
    2732.0 |        832713.6 |          832.71
    2546.0 |        776020.8 |          776.02
    2368.0 |        721766.4 |          721.77
    2196.0 |        669340.8 |          669.34
    2930.0 |        893064.0 |          893.06
    2769.0 |        843991.2 |          843.99
    2615.0 |        797052.0 |          797.05
    2465.0 |        751332.0 |          751.33
    2321.0 |        707440.8 |          707.44
    2181.0 |        664768.8 |          664.77
    2860.0 |        871728.0 |          871.73
    2707.0 |        825093.6 |          825.09
    2558.0 |        779678.4 |          779.68
    2414.0 |        735787.2 |          735.79
    2274.0 |        693115.2 |          693.12
    2140.0 |        652272.0 |          652.27
    3100.0 |        944880.0 |          944.88
    2893.0 |        881786.4 |          881.79
    2696.0 |        821740.8 |          821.74
    2507.0 |        764133.6 |          764.13
    2326.0 |        708964.8 |          708.96
    2152.0 |        655929.6 |          655.93
    2960.0 |        902208.0 |          902.21
    2804.0 |        854659.2 |          854.66
    2652.0 |        808329.6 |          808.33
    2505.0 |        763524.0 |          763.52
    2363.0 |        720242.4 |          720.24
    2225.0 |        678180.0 |          678.18
    3000.0 |        914400.0 |          914.40
    2834.0 |        863803.2 |          863.80
    2675.0 |        815340.0 |          815.34
    2521.0 |        768400.8 |          768.40
    2372.0 |        722985.6 |          722.99
    2229.0 |        679399.2 |          679.40
    2860.0 |        871728.0 |          871.73
    2723.0 |        829970.4 |          829.97
    2589.0 |        789127.2 |          789.13
    2460.0 |        749808.0 |          749.81
    2334.0 |        711403.2 |          711.40
    2212.0 |        674217.6 |          674.22
    2810.0 |        856488.0 |          856.49
    2692.0 |        820521.6 |          820.52
    2577.0 |        785469.6 |          785.47
    2465.0 |        751332.0 |          751.33
    2356.0 |        718108.8 |          718.11
    2250.0 |        685800.0 |          685.80
    3200.0 |        975360.0 |          975.36
    2988.0 |        910742.4 |          910.74
    2787.0 |        849477.6 |          849.48
    2594.0 |        790651.2 |          790.65
    2410.0 |        734568.0 |          734.57
    2233.0 |        680618.4 |          680.62
    2910.0 |        886968.0 |          886.97
    2766.0 |        843076.8 |          843.08
    2627.0 |        800709.6 |          800.71
    2492.0 |        759561.6 |          759.56
    2361.0 |        719632.8 |          719.63
    2234.0 |        680923.2 |          680.92
    3025.0 |        922020.0 |          922.02
    2877.0 |        876909.6 |          876.91
    2735.0 |        833628.0 |          833.63
    2597.0 |        791565.6 |          791.57
    2463.0 |        750722.4 |          750.72
    2332.0 |        710793.6 |          710.79
    2350.0 |        716280.0 |          716.28
    2053.0 |        625754.4 |          625.75
    1780.0 |        542544.0 |          542.54
    1535.0 |        467868.0 |          467.87
    1324.0 |        403555.2 |          403.56
    1159.0 |        353263.2 |          353.26
    2350.0 |        716280.0 |          716.28
    2040.0 |        621792.0 |          621.79
    1756.0 |        535228.8 |          535.23
    1503.0 |        458114.4 |          458.11
    1290.0 |        393192.0 |          393.19
    1129.0 |        344119.2 |          344.12
    2685.0 |        818388.0 |          818.39
    2441.0 |        744016.8 |          744.02
    2211.0 |        673912.8 |          673.91
    1993.0 |        607466.4 |          607.47
    1789.0 |        545287.2 |          545.29
    1601.0 |        487984.8 |          487.98
    2410.0 |        734568.0 |          734.57
    2144.0 |        653491.2 |          653.49
    1897.0 |        578205.6 |          578.21
    1669.0 |        508711.2 |          508.71
    2500.0 |        762000.0 |          762.00
    2338.0 |        712622.4 |          712.62
    2182.0 |        665073.6 |          665.07
    2032.0 |        619353.6 |          619.35
    1888.0 |        575462.4 |          575.46
    1751.0 |        533704.8 |          533.70
    2565.0 |        781812.0 |          781.81
    2365.0 |        720852.0 |          720.85
    2174.0 |        662635.2 |          662.64
    1992.0 |        607161.6 |          607.16
    1820.0 |        554736.0 |          554.74
    1659.0 |        505663.2 |          505.66
    2750.0 |        838200.0 |          838.20
    2575.0 |        784860.0 |          784.86
    2408.0 |        733958.4 |          733.96
    2246.0 |        684580.8 |          684.58
    2091.0 |        637336.8 |          637.34
    1942.0 |        591921.6 |          591.92
    3030.0 |        923544.0 |          923.54
    2820.0 |        859536.0 |          859.54
    2620.0 |        798576.0 |          798.58
    2429.0 |        740359.2 |          740.36
    2246.0 |        684580.8 |          684.58
    2071.0 |        631240.8 |          631.24
    2800.0 |        853440.0 |          853.44
    2615.0 |        797052.0 |          797.05
    2437.0 |        742797.6 |          742.80
    2266.0 |        690676.8 |          690.68
    2102.0 |        640689.6 |          640.69
    1945.0 |        592836.0 |          592.84
    2840.0 |        865632.0 |          865.63
    2662.0 |        811377.6 |          811.38
    2491.0 |        759256.8 |          759.26
    2326.0 |        708964.8 |          708.96
    2168.0 |        660806.4 |          660.81
    2016.0 |        614476.8 |          614.48
    2810.0 |        856488.0 |          856.49
    2662.0 |        811377.6 |          811.38
    2519.0 |        767791.2 |          767.79
    2831.0 |        862888.8 |          862.89
    2246.0 |        684580.8 |          684.58
    2116.0 |        644956.8 |          644.96
    2860.0 |        871728.0 |          871.73
    2722.0 |        829665.6 |          829.67
    2587.0 |        788517.6 |          788.52
    2457.0 |        748893.6 |          748.89
    2331.0 |        710488.8 |          710.49
    2208.0 |        672998.4 |          673.00
    2800.0 |        853440.0 |          853.44
    2680.0 |        816864.0 |          816.86
    2562.0 |        780897.6 |          780.90
    2447.0 |        745845.6 |          745.85
    2336.0 |        712012.8 |          712.01
    2227.0 |        678789.6 |          678.79
    2745.0 |        836676.0 |          836.68
    2636.0 |        803452.8 |          803.45
    2530.0 |        771144.0 |          771.14
    2426.0 |        739444.8 |          739.44
    2324.0 |        708355.2 |          708.36
    2225.0 |        678180.0 |          678.18
    2560.0 |        780288.0 |          780.29
    2294.0 |        699211.2 |          699.21
    2044.0 |        623011.2 |          623.01
    1811.0 |        551992.8 |          551.99
    1597.0 |        486765.6 |          486.77
    1407.0 |        428853.6 |          428.85
    2200.0 |        670560.0 |          670.56
    1890.0 |        576072.0 |          576.07
    1612.0 |        491337.6 |          491.34
    1371.0 |        417880.8 |          417.88
    2200.0 |        670560.0 |          670.56
    1843.0 |        561746.4 |          561.75
    1529.0 |        466039.2 |          466.04
    1271.0 |        387400.8 |          387.40
    1050.0 |        320040.0 |          320.04
     969.0 |        295351.2 |          295.35
     908.0 |        276758.4 |          276.76
     857.0 |        261213.6 |          261.21
     813.0 |        247802.4 |          247.80
     774.0 |        235915.2 |          235.92
    2225.0 |        678180.0 |          678.18
    1963.0 |        598322.4 |          598.32
    1722.0 |        524865.6 |          524.87
    1505.0 |        458724.0 |          458.72
    2475.0 |        754380.0 |          754.38
    2180.0 |        664464.0 |          664.46
    1906.0 |        580948.8 |          580.95
    1655.0 |        504444.0 |          504.44
    1434.0 |        437083.2 |          437.08
    1248.0 |        380390.4 |          380.39
    2910.0 |        886968.0 |          886.97
    2585.0 |        787908.0 |          787.91
    2283.0 |        695858.4 |          695.86
    2001.0 |        609904.8 |          609.90
    1742.0 |        530961.6 |          530.96
    1509.0 |        459943.2 |          459.94
    2360.0 |        719328.0 |          719.33
    2155.0 |        656844.0 |          656.84
    1961.0 |        597712.8 |          597.71
    1778.0 |        541934.4 |          541.93
    1608.0 |        490118.4 |          490.12
    1453.0 |        442874.4 |          442.87
    2360.0 |        719328.0 |          719.33
    2155.0 |        656844.0 |          656.84
    1961.0 |        597712.8 |          597.71
    1778.0 |        541934.4 |          541.93
    1608.0 |        490118.4 |          490.12
    1453.0 |        442874.4 |          442.87
    2600.0 |        792480.0 |          792.48
    2332.0 |        710793.6 |          710.79
    2079.0 |        633679.2 |          633.68
    1844.0 |        562051.2 |          562.05
    1627.0 |        495909.6 |          495.91
    1434.0 |        437083.2 |          437.08
    2600.0 |        792480.0 |          792.48
    2372.0 |        722985.6 |          722.99
    2156.0 |        657148.8 |          657.15
    1951.0 |        594664.8 |          594.66
    1759.0 |        536143.2 |          536.14
    1582.0 |        482193.6 |          482.19
    2700.0 |        822960.0 |          822.96
    2481.0 |        756208.8 |          756.21
    2272.0 |        692505.6 |          692.51
    2073.0 |        631850.4 |          631.85
    1885.0 |        574548.0 |          574.55
    1708.0 |        520598.4 |          520.60
    2800.0 |        853440.0 |          853.44
    2562.0 |        780897.6 |          780.90
    2336.0 |        712012.8 |          712.01
    2122.0 |        646785.6 |          646.79
    1919.0 |        584911.2 |          584.91
    1729.0 |        526999.2 |          527.00
    2530.0 |        771144.0 |          771.14
    2223.0 |        677570.4 |          677.57
    1938.0 |        590702.4 |          590.70
    1678.0 |        511454.4 |          511.45
    1448.0 |        441350.4 |          441.35
    1256.0 |        382828.8 |          382.83
    2530.0 |        771144.0 |          771.14
    2223.0 |        677570.4 |          677.57
    1938.0 |        590702.4 |          590.70
    1678.0 |        511454.4 |          511.45
    1448.0 |        441350.4 |          441.35
    1256.0 |        382828.8 |          382.83
    2800.0 |        853440.0 |          853.44
    2576.0 |        785164.8 |          785.16
    2362.0 |        719937.6 |          719.94
    2159.0 |        658063.2 |          658.06
    1966.0 |        599236.8 |          599.24
    1784.0 |        543763.2 |          543.76
    2840.0 |        865632.0 |          865.63
    2600.0 |        792480.0 |          792.48
    2372.0 |        722985.6 |          722.99
    2156.0 |        657148.8 |          657.15
    1951.0 |        594664.8 |          594.66
    1759.0 |        536143.2 |          536.14
    2660.0 |        810768.0 |          810.77
    2344.0 |        714451.2 |          714.45
    2050.0 |        624840.0 |          624.84
    1780.0 |        542544.0 |          542.54
    1536.0 |        468172.8 |          468.17
    1328.0 |        404774.4 |          404.77
    2660.0 |        810768.0 |          810.77
    2344.0 |        714451.2 |          714.45
    2050.0 |        624840.0 |          624.84
    1780.0 |        542544.0 |          542.54
    1536.0 |        468172.8 |          468.17
    1328.0 |        404774.4 |          404.77
    2050.0 |        624840.0 |          624.84
    1820.0 |        554736.0 |          554.74
    1609.0 |        490423.2 |          490.42
    1420.0 |        432816.0 |          432.82
    2050.0 |        624840.0 |          624.84
    1820.0 |        554736.0 |          554.74
    1609.0 |        490423.2 |          490.42
    1420.0 |        432816.0 |          432.82
    2200.0 |        670560.0 |          670.56
    1890.0 |        576072.0 |          576.07
    1612.0 |        491337.6 |          491.34
    1371.0 |        417880.8 |          417.88
    2400.0 |        731520.0 |          731.52
    2142.0 |        652881.6 |          652.88
    1901.0 |        579424.8 |          579.42
    1678.0 |        511454.4 |          511.45
    2400.0 |        731520.0 |          731.52
    2142.0 |        652881.6 |          652.88
    1901.0 |        579424.8 |          579.42
    1678.0 |        511454.4 |          511.45
    2400.0 |        731520.0 |          731.52
    2142.0 |        652881.6 |          652.88
    1901.0 |        579424.8 |          579.42
    1678.0 |        511454.4 |          511.45
    2400.0 |        731520.0 |          731.52
    2142.0 |        652881.6 |          652.88
    1901.0 |        579424.8 |          579.42
    1678.0 |        511454.4 |          511.45
    2415.0 |        736092.0 |          736.09
    2156.0 |        657148.8 |          657.15
    1915.0 |        583692.0 |          583.69
    1691.0 |        515416.8 |          515.42
    2415.0 |        736092.0 |          736.09
    2156.0 |        657148.8 |          657.15
    1915.0 |        583692.0 |          583.69
    1691.0 |        515416.8 |          515.42
    2300.0 |        701040.0 |          701.04
    2053.0 |        625754.4 |          625.75
    1823.0 |        555650.4 |          555.65
    1611.0 |        491032.8 |          491.03
    2300.0 |        701040.0 |          701.04
    2053.0 |        625754.4 |          625.75
    1823.0 |        555650.4 |          555.65
    1611.0 |        491032.8 |          491.03
    2325.0 |        708660.0 |          708.66
    1971.0 |        600760.8 |          600.76
    1654.0 |        504139.2 |          504.14
    1381.0 |        420928.8 |          420.93
    2400.0 |        731520.0 |          731.52
    1974.0 |        601675.2 |          601.68
    1601.0 |        487984.8 |          487.98
    1295.0 |        394716.0 |          394.72
    2200.0 |        670560.0 |          670.56
    1742.0 |        530961.6 |          530.96
    1364.0 |        415747.2 |          415.75
    1103.0 |        336194.4 |          336.19
    2200.0 |        670560.0 |          670.56
    1835.0 |        559308.0 |          559.31
    1515.0 |        461772.0 |          461.77
    1255.0 |        382524.0 |          382.52
    2200.0 |        670560.0 |          670.56
    1835.0 |        559308.0 |          559.31
    1515.0 |        461772.0 |          461.77
    1255.0 |        382524.0 |          382.52
    1050.0 |        320040.0 |          320.04
     977.0 |        297789.6 |          297.79
     921.0 |        280720.8 |          280.72
     874.0 |        266395.2 |          266.40
    2025.0 |        617220.0 |          617.22
    1616.0 |        492556.8 |          492.56
    1285.0 |        391668.0 |          391.67
    1068.0 |        325526.4 |          325.53
    2000.0 |        609600.0 |          609.60
    1685.0 |        513588.0 |          513.59
    1413.0 |        430682.4 |          430.68
    1197.0 |        364845.6 |          364.85
    1075.0 |        327660.0 |          327.66
     992.0 |        302361.6 |          302.36
     930.0 |        283464.0 |          283.46
     879.0 |        267919.2 |          267.92
    2225.0 |        678180.0 |          678.18
    1887.0 |        575157.6 |          575.16
    1587.0 |        483717.6 |          483.72
    1332.0 |        405993.6 |          405.99
    2150.0 |        655320.0 |          655.32
    1881.0 |        573328.8 |          573.33
    1635.0 |        498348.0 |          498.35
    1418.0 |        432206.4 |          432.21
    2150.0 |        655320.0 |          655.32
    1881.0 |        573328.8 |          573.33
    1635.0 |        498348.0 |          498.35
    1418.0 |        432206.4 |          432.21
    2140.0 |        652272.0 |          652.27
    1880.0 |        573024.0 |          573.02
    1643.0 |        500786.4 |          500.79
    1432.0 |        436473.6 |          436.47
    2140.0 |        652272.0 |          652.27
    1880.0 |        573024.0 |          573.02
    1643.0 |        500786.4 |          500.79
    1432.0 |        436473.6 |          436.47
    2300.0 |        701040.0 |          701.04
    2029.0 |        618439.2 |          618.44
    1778.0 |        541934.4 |          541.93
    1551.0 |        472744.8 |          472.74
    2300.0 |        701040.0 |          701.04
    2029.0 |        618439.2 |          618.44
    1778.0 |        541934.4 |          541.93
    1551.0 |        472744.8 |          472.74
    2150.0 |        655320.0 |          655.32
    1885.0 |        574548.0 |          574.55
    1643.0 |        500786.4 |          500.79
    1429.0 |        435559.2 |          435.56
    2150.0 |        655320.0 |          655.32
    1885.0 |        574548.0 |          574.55
    1643.0 |        500786.4 |          500.79
    1429.0 |        435559.2 |          435.56
    2120.0 |        646176.0 |          646.18
    1862.0 |        567537.6 |          567.54
    1626.0 |        495604.8 |          495.60
    1417.0 |        431901.6 |          431.90
    2120.0 |        646176.0 |          646.18
    1862.0 |        567537.6 |          567.54
    1626.0 |        495604.8 |          495.60
    1417.0 |        431901.6 |          431.90
    2815.0 |        858012.0 |          858.01
    2727.0 |        831189.6 |          831.19
    2641.0 |        804976.8 |          804.98
    2557.0 |        779373.6 |          779.37
    2474.0 |        754075.2 |          754.08
    2393.0 |        729386.4 |          729.39

================================================================================
Total values converted: 1382
